,price,part,year,district,area,rooms,floor,tot_floors,type,street,cent_heat,rem_heat,intercom,internet,cable,sewer,aircon,elevator,new,parking,basement,phone,terrace,being_built,papers,enterable,euro_per_sqm,location_string,coordinates
3264,75000.0,Vidikovac,1989.0,Rakovica,89.0,3.0,10,18,stan,Patrijarha Joanikija,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,842.696629213,"Patrijarha Joanikija, Beograd","(44.7308581, 20.4212473)"
3269,70000.0,Naselje Veljko Vlahović,2009.0,Voždovac,55.0,2.0,3,4,stan,Vojvode Vlahovića,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1272.72727273,"Vojvode Vlahovića, Beograd","(44.7632873, 20.504213)"
3270,139000.0,Tašmajdan,1982.0,Palilula,90.0,3.0,5,6,stan,Svetozara Ćorovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1544.44444444,"Svetozara Ćorovića, Beograd","(44.8093836, 20.4786)"
3272,165000.0,Dorćol,2000.0,Stari grad,80.0,3.0,6,7,stan,Strahinjića Bana,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2062.5,"Strahinjića Bana, Beograd","(44.4482103, 20.6873929)"
3276,70000.0,Mirijevo,2015.0,Zvezdara,70.0,3.0,4,4,stan,Teodora Mirijevskog,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1000.0,"Teodora Mirijevskog, Beograd","(44.7953304, 20.5374741)"
3278,84000.0,Žarkovo,1988.0,Čukarica,84.0,3.0,4,6,stan,Zmajevačka,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1000.0,"Zmajevačka, Beograd","(44.76187, 20.4070903)"
3279,153000.0,Lipov lad,2000.0,Zvezdara,138.0,5.0,2,3,stan,Gvozdićeva,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1108.69565217,"Gvozdićeva, Beograd","(44.7957773, 20.4926176)"
3285,84000.0,Julino brdo,1990.0,Čukarica,84.0,3.0,4,7,stan,Zmajevačka,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1000.0,"Zmajevačka, Beograd","(44.76187, 20.4070903)"
3286,80000.0,Cerak,1992.0,Čukarica,102.0,5.0,3,7,stan,Partizanske vode,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,784.31372549,"Partizanske vode, Beograd","(44.7516003, 20.4133957)"
3289,260000.0,Vukov spomenik,2013.0,Zvezdara,100.0,4.0,5,7,stan,Bulevar kralja Aleksandra,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2600.0,"Bulevar kralja Aleksandra, Beograd","(44.8035384, 20.4800925)"
3293,100000.0,FON,2016.0,Voždovac,136.0,4.0,7,7,stan,Vojvode Stepe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,735.294117647,"Vojvode Stepe, Beograd","(44.6110625, 20.4020158)"
3295,90000.0,Šumice,1990.0,Voždovac,85.0,3.0,5,5,stan,Ustanička,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1058.82352941,"Ustanička, Beograd","(44.7827419, 20.506166)"
3302,80000.0,Gornji grad,2017.0,Zemun,35.0,4.0,2,2,stan,Banatska,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2285.71428571,"Banatska, Beograd","(44.9420609, 20.2946954)"
3305,325000.0,Cvetkova pijaca,2000.0,Zvezdara,280.0,7.0,2,2,stan,Gospodara Vučiča,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1160.71428571,"Gospodara Vučiča, Beograd","(44.7932746, 20.5038736)"
3307,69900.0,Braće Jerković,2007.0,Voždovac,70.0,3.0,1,3,stan,Vojvode Vlahovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,998.571428571,"Vojvode Vlahovića, Beograd","(44.7632873, 20.504213)"
3308,70000.0,Žarkovo,1985.0,Čukarica,90.0,3.0,2,2,stan,Spasovdanska,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,777.777777778,"Spasovdanska, Beograd","(44.7602263, 20.420394)"
3309,119000.0,Dušanovac,1970.0,Voždovac,114.0,4.5,3,12,stan,Ustanička,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1043.85964912,"Ustanička, Beograd","(44.7827419, 20.506166)"
3311,81900.0,Banovo brdo,1988.0,Čukarica,69.0,3.0,1,6,stan,Toše Jovanovića,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1186.95652174,"Toše Jovanovića, Beograd","(44.7744628, 20.4102473)"
3314,139000.0,Cvetni trg,1950.0,Vračar,67.0,2.0,3,6,stan,Svetozara Markovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2074.62686567,"Svetozara Markovića, Beograd","(44.8048903, 20.4654048)"
3315,102500.0,Naselje Sava Kovačević,2015.0,Zemun,76.0,4.0,2,3,stan,Garibaldijeva,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1348.68421053,"Garibaldijeva, Beograd","(44.7910954, 20.4834161)"
3318,49000.0,Konjarnik,2004.0,Zvezdara,55.0,3.0,3,3,stan,Teodosijeva,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,890.909090909,"Teodosijeva, Beograd","(44.7791485, 20.5117046)"
3319,90000.0,Kalenić pijaca,1957.0,Vračar,55.0,3.0,,,stan,Niška,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1636.36363636,"Niška, Beograd","(44.3876008, 20.2614179)"
3321,120000.0,FON,2004.0,Voždovac,100.0,3.0,,4,stan,Pukovnika Pejovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1200.0,"Pukovnika Pejovića, Beograd","(44.7669438, 20.4775728)"
3322,70000.0,Miljakovac 2,1995.0,Rakovica,93.0,3.5,4,5,stan,Nikole Marakovića,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,752.688172043,"Nikole Marakovića, Beograd","(44.7469633, 20.4597296)"
3325,220000.0,Trošarina,2006.0,Voždovac,125.0,4.0,1,3,stan,Pazinska,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1760.0,"Pazinska, Beograd","(44.7622817, 20.4818474)"
3326,104000.0,Slavija,1965.0,Savski Venac,52.0,2.0,1,,stan,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2000.0,"Slavija, Beograd","(44.8020808, 20.4671755111623)"
3327,78000.0,Šumice,1969.0,Voždovac,58.0,3.0,4,4,stan,Strumička,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1344.82758621,"Strumička, Beograd","(44.7887645, 20.4822277)"
3329,70000.0,Višnjička banja,1990.0,Palilula,74.0,2.5,1,2,stan,Metalska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,945.945945946,"Metalska, Beograd","(44.8212057, 20.5377399)"
3334,45000.0,Medaković 2,2000.0,Voždovac,55.0,2.5,4,4,stan,Rastka Petrovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,818.181818182,"Rastka Petrovića, Beograd","(44.7766642, 20.4929893)"
3336,116000.0,Blok 70,1973.0,Novi Beograd,106.0,4.0,15,15,stan,Jurija Gagarina,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1094.33962264,"Jurija Gagarina, Beograd","(44.8034943, 20.4234044)"
3340,99990.0,Šumice,1976.0,Voždovac,82.0,3.0,4,5,stan,Šamačka,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1219.3902439,"Šamačka, Beograd","(44.7830337, 20.5062361)"
3341,68000.0,Braće Jerković,2007.0,Voždovac,70.0,3.0,1,3,stan,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,971.428571429,"Braće Jerković, Beograd","(44.7682225, 20.4923785)"
3342,60000.0,Braće Jerković,1970.0,Voždovac,77.0,2.5,4,4,stan,Meštrovićeva,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,779.220779221,"Meštrovićeva, Beograd","(44.7724252, 20.4873044)"
3343,15000.0,Vidikovačka padina,2006.0,Rakovica,18.0,0.5,,5,stan,Mome Stanojlovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,833.333333333,"Mome Stanojlovića, Beograd","(44.7358662, 20.4280062)"
3344,45000.0,Altina,2015.0,Zemun,58.0,2.5,,3,stan,Oskara Daviča,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,775.862068966,"Oskara Daviča, Beograd","(44.8492554, 20.3492596)"
3345,65000.0,,1990.0,Savski Venac,50.0,3.5,,,stan,Mihaila Bogićevića,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1300.0,"Mihaila Bogićevića, Beograd","(44.8093108, 20.4569703)"
3350,90000.0,Labudovo brdo,1985.0,Rakovica,120.0,5.0,3,4,stan,Ljubomira Ivkovića Šuce,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,750.0,"Ljubomira Ivkovića Šuce, Beograd","(44.7262602, 20.4291221)"
3351,117000.0,Crveni krst,1990.0,Vračar,86.0,4.0,1,5,stan,Metohijska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1360.46511628,"Metohijska, Beograd","(44.793489, 20.4935878)"
3354,210000.0,Centar (Zemun),1930.0,Zemun,107.0,3.0,1,3,stan,Avijatičarski trg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1962.61682243,"Avijatičarski trg, Beograd","(44.8405623, 20.4145883)"
3355,54900.0,Cvetkova pijaca,2006.0,Zvezdara,52.0,2.0,1,2,stan,Živka Davidovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1055.76923077,"Živka Davidovića, Beograd","(44.7922875, 20.5070337)"
3357,131000.0,Centar (Palilula),1980.0,Palilula,92.0,3.5,8,9,stan,Bulevar despota Stefana,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1423.91304348,"Bulevar despota Stefana, Beograd","(44.8172775, 20.4785234)"
3358,56000.0,Blok 63,2008.0,Novi Beograd,32.0,1.0,5,6,stan,Jurija Gagarina,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1750.0,"Jurija Gagarina, Beograd","(44.8034943, 20.4234044)"
3360,80000.0,Klinički centar,2007.0,Savski Venac,75.0,2.5,4,4,stan,Višegradska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1066.66666667,"Višegradska, Beograd","(44.3782364, 20.2797896)"
3363,45000.0,Borča,2017.0,Palilula,56.0,2.5,4,5,stan,Ivana Milutinovića,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,803.571428571,"Ivana Milutinovića, Beograd","(44.8784475, 20.4665281)"
3364,23500.0,Borča,2016.0,Palilula,25.37,1.0,,4,stan,Ivana Milutinovića,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,926.290894758,"Ivana Milutinovića, Beograd","(44.8784475, 20.4665281)"
3367,58500.0,Višnjička banja,1990.0,Palilula,78.0,3.0,,2,stan,110. nova,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,750.0,"110. nova, Beograd","(44.7937497, 20.5280417)"
3368,72500.0,Donji Dorćol,1990.0,Stari grad,44.0,1.5,1,8,stan,Mike Alasa,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1647.72727273,"Mike Alasa, Beograd","(44.8265848, 20.4631317)"
3370,750000.0,Centar (Stari grad),2014.0,Stari grad,339.0,5.0,7,7,stan,Takovska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2212.38938053,"Takovska, Beograd","(44.8158016, 20.4760523)"
3372,201320.0,Centar (Savski venac),2014.0,Savski Venac,88.0,3.0,1,4,stan,Lomina,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2287.72727273,"Lomina, Beograd","(44.8116646, 20.4575598)"
3373,71900.0,Konjarnik,1980.0,Zvezdara,64.0,3.0,,6,stan,Milića Rakića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1123.4375,"Milića Rakića, Beograd","(44.7799567, 20.5095627)"
3376,141011.0,Lion,1964.0,Zvezdara,84.0,3.0,1,2,stan,Batutova,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1678.70238095,"Batutova, Beograd","(44.796034, 20.4993269)"
3377,75000.0,Bežanijska kosa 2,1990.0,Novi Beograd,67.0,2.0,1,5,stan,Ismeta Mujezinovića,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1119.40298507,"Ismeta Mujezinovića, Beograd","(44.8155933, 20.3753916)"
3379,96000.0,Tašmajdan,1940.0,Palilula,60.0,2.5,5,5,stan,Majora Ilića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1600.0,"Majora Ilića, Beograd","(44.8117777, 20.4735061)"
3380,66000.0,Bežanijska kosa 2,1991.0,Novi Beograd,53.0,2.0,2,2,stan,Raška Dimitrijevića,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1245.28301887,"Raška Dimitrijevića, Beograd","(44.8135476, 20.3750598)"
3381,84900.0,Blok 61,2006.0,Novi Beograd,74.0,2.5,4,4,stan,Dušana Vukasovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1147.2972973,"Dušana Vukasovića, Beograd","(44.8458604, 20.4067688)"
3382,66500.0,Žarkovo,1999.0,Čukarica,73.0,3.0,1,3,stan,Repiška,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,910.95890411,"Repiška, Beograd","(44.7636145, 20.4170051)"
3385,265000.0,FON,2010.0,Voždovac,117.0,3.0,1,3,stan,Bulevar oslobođenja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264.95726496,"Bulevar oslobođenja, Beograd","(42.9962093, 21.9448471)"
3392,138990.0,Donji Dorćol,2011.0,Stari grad,87.0,3.0,1,4,stan,Mihizova 9,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1597.5862069,"Mihizova 9, Beograd","(44.8209976, 20.4726039)"
3393,77000.0,Studentski grad,1960.0,Novi Beograd,56.0,2.0,3,8,stan,Bulevar Zorana Đinđića,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1375.0,"Bulevar Zorana Đinđića, Beograd","(44.826451, 20.3985536)"
3395,130000.0,Lekino brdo,2016.0,Voždovac,108.0,2.5,3,3,stan,Gospodara Vučića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1203.7037037,"Gospodara Vučića, Beograd","(44.7932746, 20.5038736)"
3396,52900.0,Filmski grad,2000.0,Čukarica,49.0,2.0,3,4,stan,Arčibalda Rajsa,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1079.59183673,"Arčibalda Rajsa, Beograd","(44.7551259, 20.4274938)"
3398,44500.0,Gornji grad,1958.0,Zemun,37.0,1.0,9,10,stan,Banijska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1202.7027027,"Banijska, Beograd","(44.7972335, 20.318748)"
3399,103000.0,Banovo brdo,1989.0,Čukarica,92.0,4.0,3,3,stan,Kraljice Katarine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1119.56521739,"Kraljice Katarine, Beograd","(44.7658034, 20.5685808)"
3406,139000.0,Kalenić pijaca,2016.0,Vračar,77.0,3.0,6,7,stan,Golsvordijeva,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1805.19480519,"Golsvordijeva, Beograd","(44.8037241, 20.4773589)"
3407,89000.0,Bajlonova pijaca,1965.0,Stari grad,49.0,2.0,5,6,stan,Knez Miletina,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1816.32653061,"Knez Miletina, Beograd","(44.8186404, 20.4705979)"
3411,139000.0,Tašmajdan,2007.0,Palilula,66.0,2.0,3,4,stan,Dr Dragoslava Popovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2106.06060606,"Dr Dragoslava Popovića, Beograd","(44.8119513, 20.4743584)"
3416,105000.0,,2000.0,Zvezdara,78.0,3.0,7,7,stan,Vojislava Ilića,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1346.15384615,"Vojislava Ilića, Beograd","(44.7924687, 20.4964823)"
3421,93000.0,Kalenić pijaca,1939.0,Vračar,35.0,1.0,3,4,stan,Baba Višnjina,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2657.14285714,"Baba Višnjina, Beograd","(44.801974, 20.4748074)"
3423,49000.0,Višnjička banja,2017.0,Palilula,44.0,2.0,2,4,stan,Slanački put,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1113.63636364,"Slanački put, Beograd","(44.81158, 20.5497665)"
3424,23000.0,Borča,1987.0,Palilula,37.0,1.0,,4,stan,Ratnih vojnih invalida,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,621.621621622,"Ratnih vojnih invalida, Beograd","(44.8745596, 20.4488046)"
3425,67000.0,Vukov spomenik,2016.0,Zvezdara,32.0,1.0,6,7,stan,Ruzveltova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2093.75,"Ruzveltova, Beograd","(44.807974, 20.4820019)"
3426,85000.0,Retenzija,1970.0,Zemun,67.0,2.0,4,5,stan,Starca Vujadina,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1268.65671642,"Starca Vujadina, Beograd","(44.8374542, 20.4138985)"
3429,79900.0,Braće Jerković,2015.0,Voždovac,60.0,3.0,1,4,stan,Vojvode Vlahovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1331.66666667,"Vojvode Vlahovića, Beograd","(44.7632873, 20.504213)"
3433,113011.0,Južni bulevar,2010.0,Vračar,66.0,4.0,1,4,stan,Gospodara Vučića,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1712.28787879,"Gospodara Vučića, Beograd","(44.7932746, 20.5038736)"
3434,42000.0,Medaković 2,2000.0,Voždovac,52.0,2.5,6,6,stan,Milorada Umjenovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,807.692307692,"Milorada Umjenovića, Beograd","(44.7785295, 20.4937554)"
3438,46300.0,Karaburma,2014.0,Palilula,44.0,1.5,1,3,stan,Mirijevsko brdo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1052.27272727,"Mirijevsko brdo, Beograd","(44.8067899, 20.5276794)"
3439,105000.0,Blok 19a,1980.0,Novi Beograd,85.0,2.0,,,stan,Vladimira Popovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1235.29411765,"Vladimira Popovića, Beograd","(44.8038702, 20.4272322)"
3443,60000.0,Gradska bolnica,2012.0,Zvezdara,64.0,2.5,,5,stan,Preševska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,937.5,"Preševska, Beograd","(44.7995824, 20.4950106)"
3448,365000.0,Centar (Stari grad),1938.0,Stari grad,102.0,4.0,1,4,stan,Gospodar Jevremova,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3578.43137255,"Gospodar Jevremova, Beograd","(44.8181112, 20.464241)"
3450,41000.0,Olimp,2015.0,Zvezdara,42.0,1.5,3,3,stan,Lošinjska donja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,976.19047619,"Lošinjska donja, Beograd","(44.7858831, 20.5242895)"
3452,85000.0,Cerak,2000.0,Čukarica,94.0,3.5,3,4,stan,Bitoljska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,904.255319149,"Bitoljska, Beograd","(44.7513272, 20.4142349)"
3453,56000.0,Resnik,1989.0,Rakovica,78.0,2.5,3,4,stan,Podavalska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,717.948717949,"Podavalska, Beograd","(44.7172081, 20.4541604)"
3458,27000.0,Braće Jerković,2008.0,Voždovac,26.0,0.5,,3,stan,Vojvode Vlahovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1038.46153846,"Vojvode Vlahovića, Beograd","(44.7632873, 20.504213)"
3459,44000.0,Borča,1981.0,Palilula,61.0,2.5,3,3,stan,Milana Ajvaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,721.31147541,"Milana Ajvaza, Beograd","(44.8781561, 20.4594584)"
3461,215000.0,Centar (Stari grad),1938.0,Stari grad,110.0,3.5,1,5,stan,Nušićeva,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1954.54545455,"Nušićeva, Beograd","(44.8473782, 20.4044317)"
3462,97500.0,Golf naselje,1991.0,Čukarica,64.0,2.5,4,6,stan,Kraljice Katarine,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1523.4375,"Kraljice Katarine, Beograd","(44.7658034, 20.5685808)"
3466,95000.0,Centar (Stari grad),1936.0,Stari grad,40.0,1.0,5,6,stan,Svetogorska,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2375.0,"Svetogorska, Beograd","(44.8135834, 20.4687669)"
3467,79900.0,Čubura,1964.0,Vračar,51.0,2.0,5,7,stan,Cerska,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1566.66666667,"Cerska, Beograd","(44.3780846, 20.2810314)"
3469,250000.0,Crveni krst,2015.0,Vračar,107.0,3.0,3,4,stan,Vatroslava Jagića,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2336.44859813,"Vatroslava Jagića, Beograd","(44.8012801, 20.4851485)"
3470,195000.0,Kalenić pijaca,2010.0,Vračar,140.0,4.0,4,4,stan,Sinđelićeva,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1392.85714286,"Sinđelićeva, Beograd","(44.8492543, 20.4101349)"
3477,29000.0,Karaburma,1961.0,Palilula,34.0,1.5,1,5,stan,Marijane Gregoran,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,852.941176471,"Marijane Gregoran, Beograd","(44.8129398, 20.5182222)"
